Job ID,Company,Job Title,Level,Location,Employment Type,Job Function,Industries,Job Description,Posting Language,Working Language
3705334233,Mehiläinen,Sairaanhoitaja,Mid-Senior level,"Espoo, Uusimaa, Finland",Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3705334233,Finnish,
3681364442,LeadDesk,AI Product Manager,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Product Management and Marketing,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3681364442,English,"English, Finnish"
3704025564,SOL ☀,Matalapainepesijä,Not Applicable,"Äänekoski, Central Finland, Finland",Full-time,Other,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3704025564,Finnish,Finnish
3700662748,Fazer,"Leipomotyöntekijä Fazer myymäläleipomoon, Prisma Pietarsaari",Not Applicable,"Jakobstad, Ostrobothnia, Finland",Full-time,Other,Food and Beverage Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3700662748,Finnish,
3664560611,JP työnvuokraus Oy,Waiter / waitress,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Management and Manufacturing,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664560611,English,English
3651783140,SYNERGEN Health,BI Developer,Mid-Senior level,"Ingå, Uusimaa, Finland",Full-time,Information Technology,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3651783140,English,
3707763175,Midaxo,Support Manager,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Customer Service,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3707763175,English,
3709338089,HUS Helsingin yliopistollinen sairaala,Kätilö Sijaispooli,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3709338089,Finnish,
3672068586,Alanteen Tila,"Myyjä Turku, Parainen - kesätyö",Mid-Senior level,"Pargas, Southwest Finland, Finland",Full-time,Sales and Business Development,Farming,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3672068586,Finnish,
3712692718,Euro Exim Bank,Trade Finance Professional,Entry level,Finland,Part-time,Finance and Sales,"Wholesale Import and Export, Banking, and Insurance",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3712692718,English,
3641526767,Greenstep,Open application,Mid-Senior level,Tampere Metropolitan Area,Full-time,Information Technology,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3641526767,English,"English, Finnish"
3483365886,McKinsey & Company,Engagement Manager,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,"Management, Strategy/Planning, and Consulting",Business Consulting and Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3483365886,English,English
3638075903,XpeedStudio,Community Manager,Mid-Senior level,Finland,Part-time,Marketing and Sales,Software Development,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3638075903,English,
3714048512,Braintrust,Product Manager - Direct Hire,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Product Management and Marketing,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714048512,English,
3664564745,IQM Quantum Computers,Open application,Mid-Senior level,"Espoo, Uusimaa, Finland",Full-time,Information Technology,Computer Hardware Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664564745,English,
3715158545,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3715158545,English,
3664538130,JP työnvuokraus Oy,CNC Machinist (many areas in Finland),Entry level,"Jyväskylä, Central Finland, Finland",Contract,Management and Manufacturing,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664538130,English,"English, Finnish"
3707144725,London Drugs,Pharmacist - Full Time,Entry level,"Helsinki, Uusimaa, Finland",Other,Health Care Provider,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3707144725,English,
3713358361,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3713358361,English,
3693457951,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3693457951,English,
3707638305,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3707638305,English,
3673084450,Cobblestone Energy,"DATA SCIENTIST - Dubai, UAE",Entry level,"Helsinki, Uusimaa, Finland",Full-time,Engineering and Information Technology,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3673084450,English,
3642120745,The Upright Project,Data engineer,Not Applicable,"Helsinki, Uusimaa, Finland",Full-time,Information Technology,"Transportation, Logistics, Supply Chain and Storage",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3642120745,English,
3714214442,K-Auto,"Työnjohtaja, K-Auto Airport Vantaa",Associate,"Vantaa, Uusimaa, Finland",Full-time,Customer Service,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714214442,Finnish,Finnish
3642524206,Nigel Frank International,Frontend Developer,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Engineering and Information Technology,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3642524206,English,"English, Finnish"
3712664127,Jefferson Frank,Open Application,Mid-Senior level,Finland,Full-time,Information Technology,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3712664127,English,
3664562755,Truesec,Open application - Finland,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Information Technology,Computer and Network Security,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664562755,English,"English, Finnish"
3702356549,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3702356549,English,"English, Finnish"
3704023625,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3704023625,English,"English, Finnish"
3688585803,Management Events,Content Project Manager,Entry level,Helsinki Metropolitan Area,Full-time,"Project Management, Research, and Marketing",Events Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3688585803,English,"English, Finnish"
3700040269,Qasvu,Submit your CV,Not Applicable,"Helsinki, Uusimaa, Finland",Other,Other,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3700040269,English,
3695979089,Office Management Finland,"Multiple positions, check our website","Employment type
        

          Full-time","Espoo, Uusimaa, Finland",,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3695979089,Finnish,
3684313682,VertaaEnsin.fi,Managing Director of Mobile Products - VertaaEnsin,Executive,"Helsinki, Uusimaa, Finland",Full-time,Business Development and Sales,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3684313682,English,"English, Finnish"
3708164694,Fazer,Digital Content & Sales Specialist,Entry level,"Vantaa, Uusimaa, Finland",Full-time,"Design, Art/Creative, and Information Technology",Food and Beverage Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3708164694,English,"English, Finnish"
3619060312,artvolkov,Customer Success Manager,Mid-Senior level,Finland,Full-time,Other,Information Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3619060312,English,English
3696321115,MACOR Jewellery (formerly Korkeila Jewellery),Social Media Marketing Intern,"Employment type
        

          Full-time","Helsinki, Uusimaa, Finland",,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3696321115,English,"English, Finnish"
3690947163,SOL ☀,Tehdassiivooja,Not Applicable,"Lapua, South Ostrobothnia, Finland",Full-time,Other,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3690947163,Finnish,Finnish
3693550172,Turun kaupunki - Åbo stad - City of Turku,Kartoittaja,Entry level,"Turku, Southwest Finland, Finland",Full-time,"Research, Analyst, and Information Technology",Government Administration,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3693550172,Finnish,
3666530920,Cobblestone Energy,"JUNIOR ANALYST - Dubai, UAE",Entry level,Tampere Metropolitan Area,Full-time,Business Development and Sales,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3666530920,English,
3663237737,ICEYE,Project Manager,Mid-Senior level,"Espoo, Uusimaa, Finland",Full-time,Project Management,Aviation and Aerospace Component Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3663237737,English,"English, Finnish"
3696300650,Wiztivi Gaming,Quality Assurance Engineer,"Employment type
        

          Full-time","Espoo, Uusimaa, Finland",,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3696300650,English,English
3673082481,CVX Ventures,Venture Director for Helsinki,Director,"Helsinki, Uusimaa, Finland",Full-time,Other,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3673082481,English,
3706788465,Lighthouse Growth,Test Engineer,"Employment type
        

          Other",Finland,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3706788465,English,
3666530932,Cobblestone Energy,"JUNIOR ANALYST - Dubai, UAE",Entry level,Greater Oulu Area,Full-time,Business Development and Sales,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3666530932,English,
3711875706,Luhta Sportswear Company,"Myyjä 6h/vko, Aleksi 13 Jumbo Vantaa",Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Sales and Business Development,Retail Apparel and Fashion,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3711875706,Finnish,
3702356602,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3702356602,Finnish,
3698498176,Qred,Account Manager Qred VISA -luottokortin myyntiin,Not Applicable,"Helsinki, Uusimaa, Finland",Other,Sales and Business Development,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3698498176,Finnish,
3705721472,Nets,Customer Onboarding AML Specialist (m/f/d),Associate,"Helsinki, Uusimaa, Finland",Full-time,Finance,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3705721472,English,"English, Finnish"
3713966723,Braintrust,Global Event Contractor- (W2 and benefits provided) Freelance [Remote],Entry level,"Helsinki, Uusimaa, Finland",Contract,Management and Manufacturing,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3713966723,English,
3673082503,CVX Ventures,Investment Banking Vice President,Executive,"Helsinki, Uusimaa, Finland",Full-time,Finance and Sales,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3673082503,English,
3648293511,Nigel Frank International,Head of IT,Director,"Joensuu, North Karelia, Finland",Full-time,Information Technology,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3648293511,English,"English, Finnish"
3691639434,Riimu Solutions,Open Application,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Information Technology,Software Development,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3691639434,English,English
3697101451,Intelligent Employment,Solar Project Engineer,Mid-Senior level,"Uusimaa, Finland",Full-time,Engineering and Project Management,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3697101451,English,"English, Finnish"
3695858322,Plugit Finland,Software Developer,Entry level,"Tampere, Pirkanmaa, Finland",Full-time,Engineering and Information Technology,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3695858322,Finnish,"English, Finnish"
3707507349,SOL ☀,Paikallisvartija / vahtimestari (Helsinki),Entry level,"Helsinki, Uusimaa, Finland",Full-time,Health Care Provider,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3707507349,Finnish,Finnish
3704244889,Espoon kaupunki - Esbo stad - City of Espoo,"Business Advisor, Invest In & Growth Services",Mid-Senior level,"Espoo, Uusimaa, Finland",Contract,"Consulting, Information Technology, and Sales",Government Administration,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3704244889,English,"English, Finnish"
3706413723,Synsam Group Finland Oy,Liikevastaava/myymäläpäällikkö Synsam Karisma -liikkeeseen Lahteen,Mid-Senior level,"Lahti, Päijät-Häme, Finland",Full-time,Sales and Business Development,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3706413723,Finnish,
3710692001,SOL ☀,Mail sorters for seasonal work,Mid-Senior level,"Helsinki, Uusimaa, Finland",Temporary,Administrative,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3710692001,English,"English, Finnish"
3703155365,Oivan,Finance Specialist (Accounting & Reporting),Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Finance and Sales,Software Development,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3703155365,English,"English, Finnish"
3712899067,SOL ☀,Palveluvastaava siivoustyöhön Toppilansalmeen,Not Applicable,"Oulu, North Ostrobothnia, Finland",Full-time,Other,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3712899067,Finnish,
3708902056,Turun kaupunki - Åbo stad - City of Turku,Viestintäasiantuntija,Entry level,"Turku, Southwest Finland, Finland",Full-time,"Marketing, Public Relations, and Writing/Editing",Government Administration,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3708902056,Finnish,"English, Finnish"
3684311723,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3684311723,Finnish,"English, Finnish"
3684979373,Fortum,Polymer Scientist,Mid-Senior level,"Espoo, Uusimaa, Finland",Full-time,"Research, Analyst, and Information Technology",Utilities,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3684979373,English,"English, Finnish"
3707232945,inlumi,Principal,Director,"Helsinki, Uusimaa, Finland",Full-time,Education and Training,Business Consulting and Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3707232945,English,
3707157169,London Drugs,Stocking Team Leader,Mid-Senior level,"Helsinki, Uusimaa, Finland",Other,Information Technology,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3707157169,English,
3664530097,EUTALENTS,Hairdressers for Norway,Entry level,"Helsinki, Uusimaa, Finland",Full-time,"Design, Art/Creative, and Information Technology",Human Resources Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664530097,English,English
3714200245,The Hotel Maria,"Cook, The Hotel Maria",Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Other,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714200245,English,"English, Finnish"
3677481654,SOL ☀,Palveluohjaaja,Not Applicable,"Imatra, South Karelia, Finland",Full-time,Other,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3677481654,Finnish,Finnish
3690609340,Scandit,IT Systems Administrator,Entry level,Finland,Contract,Information Technology,"IT Services and IT Consulting, Software Development, and Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3690609340,English,
3714212551,The Hotel Maria,"Doorman, The Hotel Maria",Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Other,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714212551,English,English
3590408903,AGCO Corporation,Join our Talent Pool: Finland Electronic Functional Group,Entry level,"Suolahti, Southern Savonia, Finland",Full-time,Human Resources,Machinery Manufacturing and Farming,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3590408903,English,English
3697101513,Tampere University,Postdoctoral Researcher,"Employment type
        

          Full-time",Tampere Metropolitan Area,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3697101513,English,
3711199946,SOL ☀,"Tuotantotyöntekijä puhdistuslinjalle, Pirkkala",Entry level,"Nokia, Pirkanmaa, Finland",Full-time,"Marketing, Public Relations, and Writing/Editing",Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3711199946,Finnish,
3673567956,Viva Wallet,Deputy AML Compliance Officer,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,"Other, Information Technology, and Management",Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3673567956,English,"English, Finnish"
3204872929,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3204872929,English,"English, Finnish"
3693003490,Biisoni,"Machinists, Valmet",Not Applicable,"Vantaa, Uusimaa, Finland",Other,Management and Manufacturing,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3693003490,English,"English, Finnish"
3674731234,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3674731234,English,"English, Finnish"
3672222437,Sapiens,Project Director,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Project Management,Software Development,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3672222437,English,"English, Finnish"
3697505000,Gradfuel,Sportswear Product Design - Fashion Placement - World Leading Sports Brand,Entry level,"Espoo, Uusimaa, Finland",Internship,Design,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3697505000,English,English
3590343402,Columbia Road,CRM Consultant - Tampere,Mid-Senior level,"Tampere, Pirkanmaa, Finland",Full-time,"Consulting, Information Technology, and Sales","Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3590343402,English,English
3714018028,Synsam Group Finland Oy,Optikko/optometristi Synsam Rewell -liikkeeseen Vaasaan!,Entry level,"Vaasa, Ostrobothnia, Finland",Full-time,Health Care Provider,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714018028,Finnish,
3684307692,VertaaEnsin.fi,Managing Director of Home Insurance - VertaaEnsin,Executive,"Helsinki, Uusimaa, Finland",Full-time,Business Development and Sales,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3684307692,English,"English, Finnish"
3710788335,Ridge,Digital Marketing Project Manager,Entry level,Finland,Full-time,Project Management and Information Technology,Retail Apparel and Fashion,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3710788335,English,
3695461105,SOL ☀,Koulusiivooja,Not Applicable,"Kittilä, Lappi, Finland",Full-time,Other,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3695461105,Finnish,
3714773746,Espoon kaupunki - Esbo stad - City of Espoo,"Lärare inom småbarnspedagogik, Vindängens daghem och förskola",Entry level,"Espoo, Uusimaa, Finland",Full-time,Education and Training,Government Administration,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714773746,,
3684307699,VertaaEnsin.fi,Managing Director of Car Insurance - VertaaEnsin,Executive,"Helsinki, Uusimaa, Finland",Full-time,Business Development and Sales,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3684307699,English,"English, Finnish"
3689999098,HONOR,Sales Manager,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,"Sales, Business Development, and Marketing","Telecommunications, Computers and Electronics Manufacturing, and Retail",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3689999098,English,English
3700423419,Metso,"Senior Manager, Sourcing, Europe",Not Applicable,"Tampere, Pirkanmaa, Finland",Full-time,Purchasing and Supply Chain,"Automation Machinery Manufacturing, Industrial Machinery Manufacturing, and Machinery Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3700423419,English,
3617043196,Varjo,Solutions Engineer,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Engineering and Information Technology,Computer Hardware,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3617043196,English,"English, Finnish"
3644179198,Aeris IoT SaaS,Software Architect,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Engineering,Telecommunications,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3644179198,English,English
3713356550,Planmeca,Varaosa-assistentti,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Administrative,Medical Device,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3713356550,Finnish,"English, Finnish"
3684307718,VertaaEnsin.fi,Venture Associate - VertaaEnsin,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Other,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3684307718,English,"English, Finnish"
3701363467,Greenstep,"Chief Financial Officer, Haltian Oy",Executive,"Oulu, North Ostrobothnia, Finland",Full-time,Finance and Sales,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3701363467,English,"English, Finnish"
3577463564,The Upright Project,Sales development representative,Not Applicable,"Helsinki, Uusimaa, Finland",Full-time,Sales and Business Development,"Transportation, Logistics, Supply Chain and Storage and Internet Publishing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3577463564,English,English
3710755601,Nigel Frank International,Quality Assurance Specialist,Entry level,"Uusimaa, South Ostrobothnia, Finland",Full-time,Quality Assurance,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3710755601,English,"English, Finnish"
3707505428,SOL ☀,Tarjoilija keikkatyöhön,Entry level,"Kuusamo, North Ostrobothnia, Finland",Full-time,Management and Manufacturing,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3707505428,Finnish,
3664554778,JP työnvuokraus Oy,Open application,Mid-Senior level,"Espoo, Uusimaa, Finland",Full-time,Information Technology,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664554778,English,
3710165787,Mehiläinen,HR Business Partner,Mid-Senior level,Helsinki Metropolitan Area,Full-time,Human Resources,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3710165787,Finnish,"English, Finnish"
3693859614,CTS Nordics AS,Purchasing Manager,Director,Helsinki Metropolitan Area,Full-time,Purchasing and Supply Chain,IT Services and IT Consulting and Construction,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3693859614,English,"English, Finnish"
3698328354,Metso,"Director, M&A and Business Development",Not Applicable,"Espoo, Uusimaa, Finland",Full-time,Business Development,"Automation Machinery Manufacturing, Industrial Machinery Manufacturing, and Machinery Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3698328354,English,English
3664571173,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3664571173,English,English
3676185382,Bou,Marketing,Associate,"Helsinki, Uusimaa, Finland",Full-time,Marketing,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3676185382,English,English
3696972584,MAFY Oy,User Experience Designer,"Employment type
        

          Full-time","Helsinki, Uusimaa, Finland",,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3696972584,English,
3673080616,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3673080616,English,
3679101738,RateHawk,Sales Manager Nordics,Mid-Senior level,Finland,Full-time,Sales and Business Development,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3679101738,English,English
3709315885,AGCO Corporation,Valmistusinsinööri/Manufacturing Engineer,Entry level,"Suolahti, Southern Savonia, Finland",Full-time,Management and Manufacturing,Machinery Manufacturing and Farming,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3709315885,Finnish,"English, Finnish"
3714208559,The Hotel Maria,"Night Auditor, The Hotel Maria",Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Other,Hospitality,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714208559,English,English
3688878897,Ridge,Ecommerce Production Artist,Entry level,Finland,Full-time,"Design, Art/Creative, and Information Technology",Retail Apparel and Fashion,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3688878897,English,
3603843891,Knowit,Open Application,Mid-Senior level,"Turku, Southwest Finland, Finland",Full-time,Information Technology,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3603843891,English,
3711703864,SOL ☀,"Siivooja, Oulunsalo",Entry level,"Oulu, North Ostrobothnia, Finland",Full-time,Management and Manufacturing,Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3711703864,Finnish,Finnish
3706764091,Savonia University of Applied Sciences,RDI Expert in Smart Water Group,"Employment type
        

          Full-time","Kuopio, Northern Savonia, Finland",,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3706764091,English,English
3696837435,Fazer,"Automaatioasentaja, Fazer Leipomot Vantaa",Not Applicable,"Vantaa, Uusimaa, Finland",Full-time,Other,Food and Beverage Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3696837435,Finnish,Finnish
3710688067,SOL ☀,Asiakasneuvoja,Mid-Senior level,"Oulu, North Ostrobothnia, Finland",Full-time,"Consulting, Information Technology, and Sales",Facilities Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3710688067,Finnish,
3641764678,Silo AI,Full Stack Software Developer,Entry level,"Helsinki, Uusimaa, Finland",Full-time,Engineering and Information Technology,"Technology, Information and Internet",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3641764678,English,
3706798918,BCB Medical Ltd,Customer Support Specialist,"Employment type
        

          Full-time",Turku Metropolitan Area,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3706798918,English,"English, Finnish"
3705725775,The Upright Project,Technical Solutions Engineer,Not Applicable,"Helsinki, Uusimaa, Finland",Full-time,Information Technology,"Transportation, Logistics, Supply Chain and Storage",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3705725775,English,
3672113999,Louis Vuitton,TEAM MANAGER,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Other,"Retail Apparel and Fashion, Retail, and Retail Luxury Goods and Jewelry",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3672113999,English,"English, Finnish"
3705733969,Rainmaker - Mahdollisuus menestyä,Myyjä - Valokuitunen Oy,Not Applicable,"Vantaa, Uusimaa, Finland",Other,Sales and Business Development,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3705733969,Finnish,
3705733970,Rainmaker - Mahdollisuus menestyä,Myyjä - Valokuitunen Oy,Not Applicable,"Espoo, Uusimaa, Finland",Other,Sales and Business Development,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3705733970,Finnish,
3705662292,Mehiläinen,"Sairaanhoitaja/Lääkevastaava, Onnikoti Annika",Mid-Senior level,"Merikarvia, Satakunta, Finland",Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3705662292,Finnish,
3713104728,Kesko - K-Group,Myyjä (16h/vko) K-Citymarket Hämeenlinna Hämeensaari,Not Applicable,"Hämeenlinna, Tavastia Proper, Finland",Part-time,Sales,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3713104728,Finnish,Finnish
3711873884,Validia,"Lähihoitaja, vuoromestari",Entry level,"Mikkeli, Southern Savonia, Finland",Full-time,Health Care Provider,Hospitals and Health Care,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3711873884,Finnish,
3714751331,NORDIC LIGHTS®,"Design Engineer, Mechanics",Mid-Senior level,"Salo, Southwest Finland, Finland",Full-time,Engineering and Design,"Appliances, Electrical, and Electronics Manufacturing",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714751331,English,"English, Finnish"
3680721766,,,,,,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3680721766,English,"English, Finnish"
3702313832,Aurelia Turbines,Laatuinsinööri,"Employment type
        

          Full-time","Lappeenranta, South Karelia, Finland",,,,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3702313832,Finnish,"English, Finnish"
3713833835,Aibidia,Finance Lead,Mid-Senior level,"Helsinki, Uusimaa, Finland",Full-time,Administrative,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3713833835,English,"English, Finnish"
